SR_No,Date,DO_No,Customer_Name,Destination,Grade,Thick_mm,Width_mm,Length_mm,Planned_Qty,Despatched_Qty,Balance_to_Despatch_Qty,Weight_Tons,Priority_Level,Delivery_Deadline,Loading_Point_Code,Loading_Point_Name,Loading_Point_Lat,Loading_Point_Lng,Destination_Lat,Destination_Lng,Expected_Freight_Rate_INR,Customer_Payment_Terms_Days,Special_Requirements,Product_Value_INR,Preferred_Vehicle_Type
501,2025-12-25,DO-2026-01-100500,NMDC Ltd,"Surat, Gujarat",SS304,12.3,1250,6000,105,0,105,76.0,Critical,2026-01-16 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,68540,90,None,4808074,LCV
502,2025-12-27,DO-2026-01-100501,Rashtriya Ispat Nigam,"Surat, Gujarat",SS304,27.7,2000,3000,50,0,50,65.2,High,2026-01-15 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,41048,30,Wooden Crating,4496309,HCV
503,2025-12-30,DO-2026-01-100502,Essar Steel,"Indore, Madhya Pradesh",SS316L,20.2,1250,2000,118,0,118,46.8,Medium,2026-01-12 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,58251,60,Wooden Crating,1186650,HCV
504,2025-12-31,DO-2026-01-100503,Jindal Steel,"Indore, Madhya Pradesh",SS316L,12.1,1000,2000,38,0,38,7.2,Normal,2026-01-11 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,71337,90,None,2956975,HCV
505,2025-12-27,DO-2026-01-100504,Bhushan Steel,"Mumbai, Maharashtra",MS A36,11.6,2000,2000,46,0,46,16.8,Low,2026-01-10 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,72236,60,Tarpaulin Cover,1232034,Covered
506,2026-01-02,DO-2026-01-100505,AM/NS India,"Mumbai, Maharashtra",MS A36,23.3,1800,6000,117,0,117,231.1,Critical,2026-01-07 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,75049,60,None,5032785,Covered
507,2025-12-23,DO-2026-01-100506,Lloyds Metals,Delhi NCR,CRS,20.2,2000,2500,84,0,84,66.6,High,2026-01-04 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,55575,45,Tarpaulin Cover,2070742,Covered
508,2025-12-23,DO-2026-01-100507,APL Apollo,Delhi NCR,CRS,27.9,1800,3000,29,0,29,34.3,Medium,2026-01-10 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,58571,45,None,1325602,Open
509,2025-12-24,DO-2026-01-100508,Shyam Steel,"Pune, Maharashtra",HRS,4.3,1500,12000,135,0,135,82.0,Normal,2026-01-09 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,54772,60,None,2381795,Open
510,2025-12-29,DO-2026-01-100509,SRMB Steel,"Pune, Maharashtra",HRS,26.2,2000,2000,76,0,76,62.5,Low,2026-01-06 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,58681,30,Tarpaulin Cover,4970888,Open
511,2025-12-29,DO-2026-01-100510,Tata Steel Ltd,"Chennai, Tamil Nadu",Galvanized,10.8,1000,12000,55,0,55,56.0,Critical,2026-01-12 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,69676,60,Tarpaulin Cover,3913178,Trailer
512,2025-12-26,DO-2026-01-100511,JSW Steel,"Chennai, Tamil Nadu",Galvanized,14.6,1250,3000,90,0,90,38.7,High,2026-01-14 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,62193,30,None,2912748,Trailer
513,2025-12-28,DO-2026-01-100512,SAIL Bokaro,"Bengaluru, Karnataka",TMT Fe500,11.9,1250,2500,26,0,26,7.6,Medium,2026-01-10 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,55140,30,Tarpaulin Cover,2959137,Trailer
514,2026-01-01,DO-2026-01-100513,Hindalco Industries,"Bengaluru, Karnataka",TMT Fe500,9.5,1800,3000,49,0,49,19.7,Normal,2026-01-12 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,43697,90,None,2583465,Flatbed
515,2025-12-26,DO-2026-01-100514,Vedanta Resources,"Hyderabad, Telangana",TMT Fe550,16.9,1250,2500,132,0,132,54.7,Low,2026-01-15 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,45085,45,Wooden Crating,2976381,Flatbed
516,2025-12-28,DO-2026-01-100515,NMDC Ltd,"Hyderabad, Telangana",TMT Fe550,8.0,1250,12000,44,0,44,41.4,Critical,2026-01-06 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,38991,30,Express Delivery,4882772,Flatbed
517,2025-12-26,DO-2026-01-100516,Rashtriya Ispat Nigam,"Ahmedabad, Gujarat",GP Coil,2.2,2000,2000,96,0,96,6.6,High,2026-01-09 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,72676,60,None,3054627,LCV
518,2025-12-27,DO-2026-01-100517,Essar Steel,"Ahmedabad, Gujarat",GP Coil,6.8,2000,3000,80,0,80,25.6,Medium,2026-01-07 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,69792,45,None,4299856,LCV
519,2025-12-28,DO-2026-01-100518,Jindal Steel,"Jaipur, Rajasthan",Color Coated,26.4,1000,12000,79,0,79,196.5,Normal,2026-01-10 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,76979,45,None,1759721,LCV
520,2026-01-02,DO-2026-01-100519,Bhushan Steel,"Jaipur, Rajasthan",Color Coated,15.5,1500,2000,107,0,107,39.1,Low,2026-01-14 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,45811,90,Tarpaulin Cover,3479956,HCV
521,2025-12-25,DO-2026-01-100520,AM/NS India,"Lucknow, Uttar Pradesh",SS304,17.9,1500,2500,64,0,64,33.7,Critical,2026-01-08 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,47541,60,None,3628101,HCV
522,2025-12-27,DO-2026-01-100521,Lloyds Metals,"Lucknow, Uttar Pradesh",SS304,6.8,1800,2500,64,0,64,15.4,High,2026-01-15 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,56399,60,Express Delivery,3095702,HCV
523,2025-12-23,DO-2026-01-100522,APL Apollo,"Coimbatore, Tamil Nadu",SS316L,6.7,1250,12000,75,0,75,59.2,Medium,2026-01-07 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,38545,60,Wooden Crating,4375713,Covered
524,2025-12-26,DO-2026-01-100523,Shyam Steel,"Coimbatore, Tamil Nadu",SS316L,11.9,1250,2500,127,0,127,37.1,Normal,2026-01-16 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,32638,45,None,1878030,Covered
525,2025-12-28,DO-2026-01-100524,SRMB Steel,"Surat, Gujarat",MS A36,24.1,2000,12000,132,0,132,599.3,Low,2026-01-16 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,63891,60,None,1150214,Covered
526,2025-12-30,DO-2026-01-100525,Tata Steel Ltd,"Surat, Gujarat",MS A36,4.6,1250,2000,68,0,68,6.1,Critical,2026-01-17 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,48665,90,Wooden Crating,1557838,Open
527,2025-12-28,DO-2026-01-100526,JSW Steel,"Indore, Madhya Pradesh",CRS,21.4,1500,3000,75,0,75,56.7,High,2026-01-12 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,68535,60,None,4204100,Open
528,2025-12-24,DO-2026-01-100527,SAIL Bokaro,"Indore, Madhya Pradesh",CRS,11.1,2000,2500,33,0,33,14.4,Medium,2026-01-13 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,74589,45,Insurance Mandatory,3137471,Open
529,2025-12-26,DO-2026-01-100528,Hindalco Industries,"Mumbai, Maharashtra",HRS,10.5,2000,6000,63,0,63,62.3,Normal,2026-01-05 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,56973,60,None,1965075,Trailer
530,2025-12-23,DO-2026-01-100529,Vedanta Resources,"Mumbai, Maharashtra",HRS,6.4,1500,6000,129,0,129,58.3,Low,2026-01-13 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,69462,90,Wooden Crating,1348477,Trailer
531,2025-12-28,DO-2026-01-100530,NMDC Ltd,Delhi NCR,Galvanized,6.2,1250,3000,28,0,28,5.1,Critical,2026-01-14 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,51094,60,Tarpaulin Cover,4067319,Trailer
532,2025-12-25,DO-2026-01-100531,Rashtriya Ispat Nigam,Delhi NCR,Galvanized,25.1,1500,12000,52,0,52,184.4,High,2026-01-11 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,59131,45,None,943786,Flatbed
533,2025-12-30,DO-2026-01-100532,Essar Steel,"Pune, Maharashtra",TMT Fe500,20.9,1500,2000,34,0,34,16.7,Medium,2026-01-06 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,58020,30,None,4719370,Flatbed
534,2026-01-01,DO-2026-01-100533,Jindal Steel,"Pune, Maharashtra",TMT Fe500,3.4,1800,12000,88,0,88,50.7,Normal,2026-01-05 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,49200,45,None,4020267,Flatbed
535,2025-12-23,DO-2026-01-100534,Bhushan Steel,"Chennai, Tamil Nadu",TMT Fe550,8.0,1500,6000,57,0,57,32.2,Low,2026-01-06 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,40603,45,None,3743401,LCV
536,2025-12-25,DO-2026-01-100535,AM/NS India,"Chennai, Tamil Nadu",TMT Fe550,25.8,1800,6000,128,0,128,280.0,Critical,2026-01-08 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,67949,90,None,2235090,LCV
537,2025-12-25,DO-2026-01-100536,Lloyds Metals,"Bengaluru, Karnataka",GP Coil,17.5,2000,6000,93,0,93,153.3,High,2026-01-14 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,73912,60,Express Delivery,4790387,LCV
538,2025-12-29,DO-2026-01-100537,APL Apollo,"Bengaluru, Karnataka",GP Coil,7.9,1000,6000,87,0,87,32.4,Medium,2026-01-09 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,59014,60,None,838548,HCV
539,2025-12-29,DO-2026-01-100538,Shyam Steel,"Hyderabad, Telangana",Color Coated,15.6,1250,3000,18,0,18,8.3,Normal,2026-01-11 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,67068,30,Tarpaulin Cover,4876621,HCV
540,2025-12-29,DO-2026-01-100539,SRMB Steel,"Hyderabad, Telangana",Color Coated,14.4,1000,6000,114,0,114,77.3,Low,2026-01-13 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,47152,30,None,2331848,HCV
541,2025-12-30,DO-2026-01-100540,Tata Steel Ltd,"Ahmedabad, Gujarat",SS304,24.9,1800,6000,70,0,70,147.8,Critical,2026-01-06 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,74335,90,Wooden Crating,2600463,Covered
542,2025-12-24,DO-2026-01-100541,JSW Steel,"Ahmedabad, Gujarat",SS304,4.1,1250,12000,51,0,51,24.6,High,2026-01-16 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,77477,60,None,3005042,Covered
543,2025-12-31,DO-2026-01-100542,SAIL Bokaro,"Jaipur, Rajasthan",SS316L,6.9,1000,2500,70,0,70,9.5,Medium,2026-01-08 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,39232,90,Tarpaulin Cover,3032826,Covered
544,2026-01-02,DO-2026-01-100543,Hindalco Industries,"Jaipur, Rajasthan",SS316L,18.2,1250,3000,107,0,107,57.3,Normal,2026-01-06 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,35252,30,None,1607932,Open
545,2025-12-30,DO-2026-01-100544,Vedanta Resources,"Lucknow, Uttar Pradesh",MS A36,9.0,1800,2000,54,0,54,13.7,Low,2026-01-05 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,41875,30,None,3618172,Open
546,2025-12-26,DO-2026-01-100545,NMDC Ltd,"Lucknow, Uttar Pradesh",MS A36,10.1,1800,3000,71,0,71,30.4,Critical,2026-01-15 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,34079,60,None,1975473,Open
547,2025-12-25,DO-2026-01-100546,Rashtriya Ispat Nigam,"Coimbatore, Tamil Nadu",CRS,8.9,1800,2000,25,0,25,6.3,High,2026-01-11 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,43901,45,Express Delivery,2847818,Trailer
548,2025-12-30,DO-2026-01-100547,Essar Steel,"Coimbatore, Tamil Nadu",CRS,11.9,1000,2000,122,0,122,22.8,Medium,2026-01-10 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,61029,45,Wooden Crating,1031104,Trailer
549,2025-12-23,DO-2026-01-100548,Jindal Steel,"Surat, Gujarat",HRS,14.0,1000,12000,43,0,43,56.7,Normal,2026-01-07 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,62987,90,Tarpaulin Cover,3368163,Trailer
550,2025-12-25,DO-2026-01-100549,Bhushan Steel,"Surat, Gujarat",HRS,6.1,1000,12000,59,0,59,33.9,Low,2026-01-05 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,48601,90,Tarpaulin Cover,2417014,Flatbed
551,2025-12-30,DO-2026-01-100550,AM/NS India,"Indore, Madhya Pradesh",Galvanized,25.1,1250,2000,64,0,64,31.5,Critical,2026-01-14 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,60453,60,None,3066095,Flatbed
552,2026-01-02,DO-2026-01-100551,Lloyds Metals,"Indore, Madhya Pradesh",Galvanized,5.1,1250,2000,92,0,92,9.2,High,2026-01-13 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,77269,90,Tarpaulin Cover,2050166,Flatbed
553,2025-12-26,DO-2026-01-100552,APL Apollo,"Mumbai, Maharashtra",TMT Fe500,22.0,1250,2500,65,0,65,35.1,Medium,2026-01-05 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,76954,60,Express Delivery,1253755,LCV
554,2026-01-01,DO-2026-01-100553,Shyam Steel,"Mumbai, Maharashtra",TMT Fe500,11.2,1250,12000,25,0,25,33.0,Normal,2026-01-06 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,63971,45,None,3663512,LCV
555,2025-12-27,DO-2026-01-100554,SRMB Steel,Delhi NCR,TMT Fe550,25.2,1250,2000,121,0,121,59.8,Low,2026-01-09 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,40829,60,Express Delivery,4821009,LCV
556,2025-12-26,DO-2026-01-100555,Tata Steel Ltd,Delhi NCR,TMT Fe550,13.4,1500,12000,108,0,108,204.5,Critical,2026-01-07 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,69139,45,None,3465231,HCV
557,2025-12-31,DO-2026-01-100556,JSW Steel,"Pune, Maharashtra",GP Coil,14.2,2000,12000,111,0,111,297.0,High,2026-01-05 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,66808,45,None,2959133,HCV
558,2025-12-27,DO-2026-01-100557,SAIL Bokaro,"Pune, Maharashtra",GP Coil,11.5,1000,12000,87,0,87,94.2,Medium,2026-01-15 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,44159,30,Tarpaulin Cover,3804084,HCV
559,2025-12-23,DO-2026-01-100558,Hindalco Industries,"Chennai, Tamil Nadu",Color Coated,18.1,1500,2000,117,0,117,49.9,Normal,2026-01-12 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,57394,45,None,4923744,Covered
560,2025-12-28,DO-2026-01-100559,Vedanta Resources,"Chennai, Tamil Nadu",Color Coated,16.3,2000,3000,116,0,116,89.1,Low,2026-01-10 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,74002,60,None,5138924,Covered
561,2026-01-02,DO-2026-01-100560,NMDC Ltd,"Bengaluru, Karnataka",SS304,3.7,1250,2500,102,0,102,9.3,Critical,2026-01-07 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,39015,90,None,1016901,Covered
562,2025-12-25,DO-2026-01-100561,Rashtriya Ispat Nigam,"Bengaluru, Karnataka",SS304,18.7,1800,6000,91,0,91,144.3,High,2026-01-13 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,77961,60,None,2601556,Open
563,2025-12-23,DO-2026-01-100562,Essar Steel,"Hyderabad, Telangana",SS316L,20.7,1000,2500,95,0,95,38.6,Medium,2026-01-11 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,37240,90,Wooden Crating,1259190,Open
564,2026-01-02,DO-2026-01-100563,Jindal Steel,"Hyderabad, Telangana",SS316L,16.5,1800,3000,64,0,64,44.8,Normal,2026-01-17 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,72431,60,None,1340458,Open
565,2026-01-01,DO-2026-01-100564,Bhushan Steel,"Ahmedabad, Gujarat",MS A36,9.9,1250,12000,124,0,124,144.5,Low,2026-01-05 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,47139,90,None,5164018,Trailer
566,2025-12-25,DO-2026-01-100565,AM/NS India,"Ahmedabad, Gujarat",MS A36,8.5,1250,12000,102,0,102,102.1,Critical,2026-01-10 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,38914,60,Tarpaulin Cover,4332564,Trailer
567,2025-12-27,DO-2026-01-100566,Lloyds Metals,"Jaipur, Rajasthan",CRS,4.7,1250,12000,131,0,131,72.5,High,2026-01-12 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,54119,45,None,4466255,Trailer
568,2025-12-28,DO-2026-01-100567,APL Apollo,"Jaipur, Rajasthan",CRS,25.5,2000,3000,63,0,63,75.7,Medium,2026-01-10 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,73500,90,Wooden Crating,3463302,Flatbed
569,2025-12-27,DO-2026-01-100568,Shyam Steel,"Lucknow, Uttar Pradesh",HRS,8.3,2000,2500,95,0,95,30.9,Normal,2026-01-16 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,68060,60,None,4545035,Flatbed
570,2025-12-29,DO-2026-01-100569,SRMB Steel,"Lucknow, Uttar Pradesh",HRS,27.0,1000,2000,75,0,75,31.8,Low,2026-01-13 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,33068,45,Insurance Mandatory,3282031,Flatbed
571,2025-12-28,DO-2026-01-100570,Tata Steel Ltd,"Coimbatore, Tamil Nadu",Galvanized,9.8,1250,2500,18,0,18,4.3,Critical,2026-01-04 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,77201,60,Express Delivery,5038856,LCV
572,2026-01-01,DO-2026-01-100571,JSW Steel,"Coimbatore, Tamil Nadu",Galvanized,16.8,2000,2500,89,0,89,58.7,High,2026-01-04 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,62170,60,None,2972881,LCV
573,2025-12-29,DO-2026-01-100572,SAIL Bokaro,"Surat, Gujarat",TMT Fe500,25.1,1250,2500,64,0,64,39.4,Medium,2026-01-16 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,51680,30,Tarpaulin Cover,2573996,LCV
574,2025-12-31,DO-2026-01-100573,Hindalco Industries,"Surat, Gujarat",TMT Fe500,4.0,1500,6000,111,0,111,31.4,Normal,2026-01-11 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,77193,30,Tarpaulin Cover,3269881,HCV
575,2026-01-01,DO-2026-01-100574,Vedanta Resources,"Indore, Madhya Pradesh",TMT Fe550,21.0,2000,6000,22,0,22,43.5,Low,2026-01-16 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,35664,60,None,4393209,HCV
576,2025-12-23,DO-2026-01-100575,NMDC Ltd,"Indore, Madhya Pradesh",TMT Fe550,26.2,1000,2500,71,0,71,36.5,Critical,2026-01-17 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,22.7196,75.8577,71472,30,Tarpaulin Cover,3958533,HCV
577,2025-12-25,DO-2026-01-100576,Rashtriya Ispat Nigam,"Mumbai, Maharashtra",GP Coil,9.9,1000,3000,24,0,24,5.6,High,2026-01-13 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,41802,60,None,2602180,Covered
578,2025-12-24,DO-2026-01-100577,Essar Steel,"Mumbai, Maharashtra",GP Coil,3.3,1800,6000,37,0,37,10.4,Medium,2026-01-13 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,19.076,72.8777,65077,30,None,3180876,Covered
579,2026-01-01,DO-2026-01-100578,Jindal Steel,Delhi NCR,Color Coated,12.3,1250,3000,118,0,118,42.7,Normal,2026-01-11 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,69449,30,None,2952495,Covered
580,2025-12-31,DO-2026-01-100579,Bhushan Steel,Delhi NCR,Color Coated,12.4,1800,2500,28,0,28,12.3,Low,2026-01-11 00:00,LP-JAM-01,Tata Steel Jamshedpur,22.8046,86.2029,28.7041,77.1025,68654,45,None,2395000,Open
581,2025-12-30,DO-2026-01-100580,AM/NS India,"Pune, Maharashtra",SS304,18.0,2000,2500,89,0,89,62.9,Critical,2026-01-05 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,49449,90,None,1501574,Open
582,2025-12-28,DO-2026-01-100581,Lloyds Metals,"Pune, Maharashtra",SS304,19.5,1800,3000,32,0,32,26.5,High,2026-01-07 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,18.5204,73.8567,53019,60,Tarpaulin Cover,953061,Open
583,2025-12-26,DO-2026-01-100582,APL Apollo,"Chennai, Tamil Nadu",SS316L,9.9,1500,12000,116,0,116,162.3,Medium,2026-01-13 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,41556,90,None,2708652,Trailer
584,2026-01-01,DO-2026-01-100583,Shyam Steel,"Chennai, Tamil Nadu",SS316L,19.8,1250,2000,43,0,43,16.7,Normal,2026-01-15 00:00,LP-KOL-02,Kolkata Steel Depot,22.5726,88.3639,13.0827,80.2707,35574,45,Express Delivery,1988805,Trailer
585,2025-12-28,DO-2026-01-100584,SRMB Steel,"Bengaluru, Karnataka",MS A36,23.6,1500,2000,129,0,129,71.7,Low,2026-01-15 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,39292,60,None,940825,Trailer
586,2025-12-30,DO-2026-01-100585,Tata Steel Ltd,"Bengaluru, Karnataka",MS A36,7.4,2000,2500,60,0,60,17.4,Critical,2026-01-12 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,12.9716,77.5946,66292,60,None,1935708,Flatbed
587,2025-12-24,DO-2026-01-100586,JSW Steel,"Hyderabad, Telangana",CRS,20.2,1000,6000,106,0,106,100.9,High,2026-01-14 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,66524,30,None,1254239,Flatbed
588,2026-01-02,DO-2026-01-100587,SAIL Bokaro,"Hyderabad, Telangana",CRS,7.2,2000,3000,54,0,54,18.3,Medium,2026-01-11 00:00,LP-DUR-03,Durgapur Steel,23.5204,87.3119,17.385,78.4867,74910,30,None,3025916,Flatbed
589,2026-01-02,DO-2026-01-100588,Hindalco Industries,"Ahmedabad, Gujarat",HRS,24.2,1500,2000,102,0,102,58.1,Normal,2026-01-08 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,74559,90,None,3943553,LCV
590,2025-12-26,DO-2026-01-100589,Vedanta Resources,"Ahmedabad, Gujarat",HRS,27.4,1000,3000,83,0,83,53.6,Low,2026-01-17 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,23.0225,72.5714,71131,30,None,4949763,LCV
591,2025-12-30,DO-2026-01-100590,NMDC Ltd,"Jaipur, Rajasthan",Galvanized,16.6,1000,2000,76,0,76,19.8,Critical,2026-01-12 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,51983,60,None,2067055,LCV
592,2025-12-23,DO-2026-01-100591,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",Galvanized,11.0,1500,3000,20,0,20,7.8,High,2026-01-08 00:00,LP-RKL-04,Rourkela Steel Plant,22.2604,84.8536,26.9124,75.7873,47479,60,Wooden Crating,2911571,HCV
593,2025-12-29,DO-2026-01-100592,Essar Steel,"Lucknow, Uttar Pradesh",TMT Fe500,12.1,1000,12000,130,0,130,148.2,Medium,2026-01-07 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,41942,60,Express Delivery,1901426,HCV
594,2025-12-23,DO-2026-01-100593,Jindal Steel,"Lucknow, Uttar Pradesh",TMT Fe500,21.0,2000,12000,29,0,29,114.7,Normal,2026-01-14 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,26.8467,80.9462,46904,90,None,2031352,HCV
595,2025-12-26,DO-2026-01-100594,Bhushan Steel,"Coimbatore, Tamil Nadu",TMT Fe550,27.2,2000,3000,72,0,72,92.2,Low,2026-01-12 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,40635,45,Tarpaulin Cover,2447101,Covered
596,2025-12-27,DO-2026-01-100595,AM/NS India,"Coimbatore, Tamil Nadu",TMT Fe550,5.6,2000,2500,128,0,128,28.1,Critical,2026-01-16 00:00,LP-BHI-05,Bhilai Steel Plant,21.2514,81.1257,11.0168,76.9558,41512,45,None,1743104,Covered
597,2025-12-28,DO-2026-01-100596,Lloyds Metals,"Surat, Gujarat",GP Coil,10.3,1250,2000,41,0,41,8.3,High,2026-01-10 00:00,LP-VSP-06,Visakhapatnam Steel,17.6869,83.2185,21.1702,72.8311,58951,60,None,3046768,Covered
