DO_Number,Customer_Name,Destination,Weight_Tons,Recommended_Vehicle,Vehicle_ID,Vehicle_Type,Predicted_Profit_INR,Confidence_Score,Expected_Revenue,Estimated_Cost,Route,Distance_Km,ETA,Capacity_Utilization_%,Reasoning
DO-2026-01-100452,SAIL Bokaro,"Surat, Gujarat",71.6,HIRE MARKET TRUCK,MARKET,Market,9208.56,Medium,76738,67529.44,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100453,Hindalco Industries,"Surat, Gujarat",48.7,HIRE MARKET TRUCK,MARKET,Market,8217.24,Medium,68477,60259.76,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100454,Vedanta Resources,"Indore, Madhya Pradesh",3.7,HIRE MARKET TRUCK,MARKET,Market,8534.04,Medium,71117,62582.96,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100455,NMDC Ltd,"Indore, Madhya Pradesh",84.8,HIRE MARKET TRUCK,MARKET,Market,6339.72,Medium,52831,46491.28,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100456,Rashtriya Ispat Nigam,"Mumbai, Maharashtra",34.3,HIRE MARKET TRUCK,MARKET,Market,7012.56,Medium,58438,51425.44,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100457,Essar Steel,"Mumbai, Maharashtra",38.2,HIRE MARKET TRUCK,MARKET,Market,8702.28,Medium,72519,63816.72,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100458,Jindal Steel,Delhi NCR,21.9,HIRE MARKET TRUCK,MARKET,Market,8724.72,Medium,72706,63981.28,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100459,Bhushan Steel,Delhi NCR,80.2,HIRE MARKET TRUCK,MARKET,Market,6064.2,Medium,50535,44470.8,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100460,AM/NS India,"Pune, Maharashtra",161.1,HIRE MARKET TRUCK,MARKET,Market,8963.76,Medium,74698,65734.24,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100461,Lloyds Metals,"Pune, Maharashtra",36.2,HIRE MARKET TRUCK,MARKET,Market,4354.8,Medium,36290,31935.2,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100462,APL Apollo,"Chennai, Tamil Nadu",49.7,HIRE MARKET TRUCK,MARKET,Market,7262.76,Medium,60523,53260.24,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100463,Shyam Steel,"Chennai, Tamil Nadu",6.9,HIRE MARKET TRUCK,MARKET,Market,4266.72,Medium,35556,31289.28,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100464,SRMB Steel,"Bengaluru, Karnataka",150.4,HIRE MARKET TRUCK,MARKET,Market,8796.12,Medium,73301,64504.88,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100465,Tata Steel Ltd,"Bengaluru, Karnataka",41.0,HIRE MARKET TRUCK,MARKET,Market,8702.88,Medium,72524,63821.12,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100466,JSW Steel,"Hyderabad, Telangana",364.4,HIRE MARKET TRUCK,MARKET,Market,9233.88,Medium,76949,67715.12,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100467,SAIL Bokaro,"Hyderabad, Telangana",254.5,HIRE MARKET TRUCK,MARKET,Market,7567.56,Medium,63063,55495.44,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100468,Hindalco Industries,"Ahmedabad, Gujarat",64.9,HIRE MARKET TRUCK,MARKET,Market,6183.96,Medium,51533,45349.04,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100469,Vedanta Resources,"Ahmedabad, Gujarat",42.7,HIRE MARKET TRUCK,MARKET,Market,8343.96,Medium,69533,61189.04,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100471,Rashtriya Ispat Nigam,"Jaipur, Rajasthan",44.7,HIRE MARKET TRUCK,MARKET,Market,8301.36,Medium,69178,60876.64,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100472,Essar Steel,"Lucknow, Uttar Pradesh",38.4,HIRE MARKET TRUCK,MARKET,Market,5392.44,Medium,44937,39544.56,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100473,Jindal Steel,"Lucknow, Uttar Pradesh",13.0,HIRE MARKET TRUCK,MARKET,Market,4388.88,Medium,36574,32185.12,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100474,Bhushan Steel,"Coimbatore, Tamil Nadu",152.6,HIRE MARKET TRUCK,MARKET,Market,8297.88,Medium,69149,60851.12,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100475,AM/NS India,"Coimbatore, Tamil Nadu",2.0,HIRE MARKET TRUCK,MARKET,Market,6015.84,Medium,50132,44116.16,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100476,Lloyds Metals,"Surat, Gujarat",79.9,HIRE MARKET TRUCK,MARKET,Market,8178.48,Medium,68154,59975.52,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100477,APL Apollo,"Surat, Gujarat",136.9,HIRE MARKET TRUCK,MARKET,Market,8767.92,Medium,73066,64298.08,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100478,Shyam Steel,"Indore, Madhya Pradesh",180.4,HIRE MARKET TRUCK,MARKET,Market,8480.16,Medium,70668,62187.84,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100479,SRMB Steel,"Indore, Madhya Pradesh",206.5,HIRE MARKET TRUCK,MARKET,Market,5008.8,Medium,41740,36731.2,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100481,JSW Steel,"Mumbai, Maharashtra",62.0,HIRE MARKET TRUCK,MARKET,Market,8289.72,Medium,69081,60791.28,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100482,SAIL Bokaro,Delhi NCR,6.9,HIRE MARKET TRUCK,MARKET,Market,6745.32,Medium,56211,49465.68,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100483,Hindalco Industries,Delhi NCR,151.9,HIRE MARKET TRUCK,MARKET,Market,4205.16,Medium,35043,30837.84,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100484,Vedanta Resources,"Pune, Maharashtra",29.6,HIRE MARKET TRUCK,MARKET,Market,8120.88,Medium,67674,59553.12,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100485,NMDC Ltd,"Pune, Maharashtra",104.3,HIRE MARKET TRUCK,MARKET,Market,5592.84,Medium,46607,41014.16,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100486,Rashtriya Ispat Nigam,"Chennai, Tamil Nadu",56.8,HIRE MARKET TRUCK,MARKET,Market,7299.48,Medium,60829,53529.52,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100487,Essar Steel,"Chennai, Tamil Nadu",22.8,HIRE MARKET TRUCK,MARKET,Market,8574.48,Medium,71454,62879.52,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100488,Jindal Steel,"Bengaluru, Karnataka",60.4,HIRE MARKET TRUCK,MARKET,Market,7607.16,Medium,63393,55785.84,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100489,Bhushan Steel,"Bengaluru, Karnataka",19.5,HIRE MARKET TRUCK,MARKET,Market,4899.48,Medium,40829,35929.52,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100490,AM/NS India,"Hyderabad, Telangana",18.5,HIRE MARKET TRUCK,MARKET,Market,8272.32,Medium,68936,60663.68,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100492,APL Apollo,"Ahmedabad, Gujarat",54.8,HIRE MARKET TRUCK,MARKET,Market,7406.16,Medium,61718,54311.84,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100493,Shyam Steel,"Ahmedabad, Gujarat",19.2,HIRE MARKET TRUCK,MARKET,Market,7141.32,Medium,59511,52369.68,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100494,SRMB Steel,"Jaipur, Rajasthan",62.2,HIRE MARKET TRUCK,MARKET,Market,4764.12,Medium,39701,34936.88,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100495,Tata Steel Ltd,"Jaipur, Rajasthan",110.9,HIRE MARKET TRUCK,MARKET,Market,6752.76,Medium,56273,49520.24,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100496,JSW Steel,"Lucknow, Uttar Pradesh",105.2,HIRE MARKET TRUCK,MARKET,Market,9319.08,Medium,77659,68339.92,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100497,SAIL Bokaro,"Lucknow, Uttar Pradesh",40.7,HIRE MARKET TRUCK,MARKET,Market,7053.72,Medium,58781,51727.28,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100498,Hindalco Industries,"Coimbatore, Tamil Nadu",44.6,HIRE MARKET TRUCK,MARKET,Market,5455.44,Medium,45462,40006.56,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100499,Vedanta Resources,"Coimbatore, Tamil Nadu",22.8,HIRE MARKET TRUCK,MARKET,Market,8056.08,Medium,67134,59077.92,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100500,NMDC Ltd,"Surat, Gujarat",76.0,HIRE MARKET TRUCK,MARKET,Market,8224.8,Medium,68540,60315.2,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100501,Rashtriya Ispat Nigam,"Surat, Gujarat",65.2,HIRE MARKET TRUCK,MARKET,Market,4925.76,Medium,41048,36122.24,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100502,Essar Steel,"Indore, Madhya Pradesh",46.8,HIRE MARKET TRUCK,MARKET,Market,6990.12,Medium,58251,51260.88,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100503,Jindal Steel,"Indore, Madhya Pradesh",7.2,HIRE MARKET TRUCK,MARKET,Market,8560.44,Medium,71337,62776.56,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100504,Bhushan Steel,"Mumbai, Maharashtra",16.8,HIRE MARKET TRUCK,MARKET,Market,8668.32,Medium,72236,63567.68,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100505,AM/NS India,"Mumbai, Maharashtra",231.1,HIRE MARKET TRUCK,MARKET,Market,9005.88,Medium,75049,66043.12,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100506,Lloyds Metals,Delhi NCR,66.6,HIRE MARKET TRUCK,MARKET,Market,6669.0,Medium,55575,48906.0,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100507,APL Apollo,Delhi NCR,34.3,HIRE MARKET TRUCK,MARKET,Market,7028.52,Medium,58571,51542.48,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100508,Shyam Steel,"Pune, Maharashtra",82.0,HIRE MARKET TRUCK,MARKET,Market,6572.64,Medium,54772,48199.36,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100509,SRMB Steel,"Pune, Maharashtra",62.5,HIRE MARKET TRUCK,MARKET,Market,7041.72,Medium,58681,51639.28,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100510,Tata Steel Ltd,"Chennai, Tamil Nadu",56.0,HIRE MARKET TRUCK,MARKET,Market,8361.12,Medium,69676,61314.88,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100511,JSW Steel,"Chennai, Tamil Nadu",38.7,HIRE MARKET TRUCK,MARKET,Market,7463.16,Medium,62193,54729.84,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100512,SAIL Bokaro,"Bengaluru, Karnataka",7.6,HIRE MARKET TRUCK,MARKET,Market,6616.8,Medium,55140,48523.2,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100513,Hindalco Industries,"Bengaluru, Karnataka",19.7,HIRE MARKET TRUCK,MARKET,Market,5243.64,Medium,43697,38453.36,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100514,Vedanta Resources,"Hyderabad, Telangana",54.7,HIRE MARKET TRUCK,MARKET,Market,5410.2,Medium,45085,39674.8,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100515,NMDC Ltd,"Hyderabad, Telangana",41.4,HIRE MARKET TRUCK,MARKET,Market,4678.92,Medium,38991,34312.08,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100516,Rashtriya Ispat Nigam,"Ahmedabad, Gujarat",6.6,HIRE MARKET TRUCK,MARKET,Market,8721.12,Medium,72676,63954.88,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100517,Essar Steel,"Ahmedabad, Gujarat",25.6,HIRE MARKET TRUCK,MARKET,Market,8375.04,Medium,69792,61416.96,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100518,Jindal Steel,"Jaipur, Rajasthan",196.5,HIRE MARKET TRUCK,MARKET,Market,9237.48,Medium,76979,67741.52,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100519,Bhushan Steel,"Jaipur, Rajasthan",39.1,HIRE MARKET TRUCK,MARKET,Market,5497.32,Medium,45811,40313.68,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100520,AM/NS India,"Lucknow, Uttar Pradesh",33.7,HIRE MARKET TRUCK,MARKET,Market,5704.92,Medium,47541,41836.08,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100521,Lloyds Metals,"Lucknow, Uttar Pradesh",15.4,HIRE MARKET TRUCK,MARKET,Market,6767.88,Medium,56399,49631.12,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100522,APL Apollo,"Coimbatore, Tamil Nadu",59.2,HIRE MARKET TRUCK,MARKET,Market,4625.4,Medium,38545,33919.6,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100523,Shyam Steel,"Coimbatore, Tamil Nadu",37.1,HIRE MARKET TRUCK,MARKET,Market,3916.56,Medium,32638,28721.44,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100524,SRMB Steel,"Surat, Gujarat",599.3,HIRE MARKET TRUCK,MARKET,Market,7666.92,Medium,63891,56224.08,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100525,Tata Steel Ltd,"Surat, Gujarat",6.1,HIRE MARKET TRUCK,MARKET,Market,5839.8,Medium,48665,42825.2,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100526,JSW Steel,"Indore, Madhya Pradesh",56.7,HIRE MARKET TRUCK,MARKET,Market,8224.2,Medium,68535,60310.8,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100527,SAIL Bokaro,"Indore, Madhya Pradesh",14.4,HIRE MARKET TRUCK,MARKET,Market,8950.68,Medium,74589,65638.32,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100528,Hindalco Industries,"Mumbai, Maharashtra",62.3,HIRE MARKET TRUCK,MARKET,Market,6836.76,Medium,56973,50136.24,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100529,Vedanta Resources,"Mumbai, Maharashtra",58.3,HIRE MARKET TRUCK,MARKET,Market,8335.44,Medium,69462,61126.56,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100530,NMDC Ltd,Delhi NCR,5.1,HIRE MARKET TRUCK,MARKET,Market,6131.28,Medium,51094,44962.72,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100531,Rashtriya Ispat Nigam,Delhi NCR,184.4,HIRE MARKET TRUCK,MARKET,Market,7095.72,Medium,59131,52035.28,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100532,Essar Steel,"Pune, Maharashtra",16.7,HIRE MARKET TRUCK,MARKET,Market,6962.4,Medium,58020,51057.6,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100533,Jindal Steel,"Pune, Maharashtra",50.7,HIRE MARKET TRUCK,MARKET,Market,5904.0,Medium,49200,43296.0,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100534,Bhushan Steel,"Chennai, Tamil Nadu",32.2,HIRE MARKET TRUCK,MARKET,Market,4872.36,Medium,40603,35730.64,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100535,AM/NS India,"Chennai, Tamil Nadu",280.0,HIRE MARKET TRUCK,MARKET,Market,8153.88,Medium,67949,59795.12,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100536,Lloyds Metals,"Bengaluru, Karnataka",153.3,HIRE MARKET TRUCK,MARKET,Market,8869.44,Medium,73912,65042.56,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100537,APL Apollo,"Bengaluru, Karnataka",32.4,HIRE MARKET TRUCK,MARKET,Market,7081.68,Medium,59014,51932.32,"LP-DUR-03 -> Bengaluru, Karnataka",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100538,Shyam Steel,"Hyderabad, Telangana",8.3,HIRE MARKET TRUCK,MARKET,Market,8048.16,Medium,67068,59019.84,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100539,SRMB Steel,"Hyderabad, Telangana",77.3,HIRE MARKET TRUCK,MARKET,Market,5658.24,Medium,47152,41493.76,"LP-DUR-03 -> Hyderabad, Telangana",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100540,Tata Steel Ltd,"Ahmedabad, Gujarat",147.8,HIRE MARKET TRUCK,MARKET,Market,8920.2,Medium,74335,65414.8,"LP-RKL-04 -> Ahmedabad, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100542,SAIL Bokaro,"Jaipur, Rajasthan",9.5,HIRE MARKET TRUCK,MARKET,Market,4707.84,Medium,39232,34524.16,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100543,Hindalco Industries,"Jaipur, Rajasthan",57.3,HIRE MARKET TRUCK,MARKET,Market,4230.24,Medium,35252,31021.76,"LP-RKL-04 -> Jaipur, Rajasthan",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100544,Vedanta Resources,"Lucknow, Uttar Pradesh",13.7,HIRE MARKET TRUCK,MARKET,Market,5025.0,Medium,41875,36850.0,"LP-BHI-05 -> Lucknow, Uttar Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100546,Rashtriya Ispat Nigam,"Coimbatore, Tamil Nadu",6.3,HIRE MARKET TRUCK,MARKET,Market,5268.12,Medium,43901,38632.88,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100547,Essar Steel,"Coimbatore, Tamil Nadu",22.8,HIRE MARKET TRUCK,MARKET,Market,7323.48,Medium,61029,53705.52,"LP-BHI-05 -> Coimbatore, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100548,Jindal Steel,"Surat, Gujarat",56.7,HIRE MARKET TRUCK,MARKET,Market,7558.44,Medium,62987,55428.56,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100549,Bhushan Steel,"Surat, Gujarat",33.9,HIRE MARKET TRUCK,MARKET,Market,5832.12,Medium,48601,42768.88,"LP-VSP-06 -> Surat, Gujarat",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100550,AM/NS India,"Indore, Madhya Pradesh",31.5,HIRE MARKET TRUCK,MARKET,Market,7254.36,Medium,60453,53198.64,"LP-VSP-06 -> Indore, Madhya Pradesh",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100552,APL Apollo,"Mumbai, Maharashtra",35.1,HIRE MARKET TRUCK,MARKET,Market,9234.48,Medium,76954,67719.52,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100553,Shyam Steel,"Mumbai, Maharashtra",33.0,HIRE MARKET TRUCK,MARKET,Market,7676.52,Medium,63971,56294.48,"LP-JAM-01 -> Mumbai, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100554,SRMB Steel,Delhi NCR,59.8,HIRE MARKET TRUCK,MARKET,Market,4899.48,Medium,40829,35929.52,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100555,Tata Steel Ltd,Delhi NCR,204.5,HIRE MARKET TRUCK,MARKET,Market,8296.68,Medium,69139,60842.32,LP-JAM-01 -> Delhi NCR,N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100556,JSW Steel,"Pune, Maharashtra",297.0,HIRE MARKET TRUCK,MARKET,Market,8016.96,Medium,66808,58791.04,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100557,SAIL Bokaro,"Pune, Maharashtra",94.2,HIRE MARKET TRUCK,MARKET,Market,5299.08,Medium,44159,38859.92,"LP-KOL-02 -> Pune, Maharashtra",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
DO-2026-01-100558,Hindalco Industries,"Chennai, Tamil Nadu",49.9,HIRE MARKET TRUCK,MARKET,Market,6887.28,Medium,57394,50506.72,"LP-KOL-02 -> Chennai, Tamil Nadu",N/A,TBD,N/A,No suitable owned/attached vehicle available. Market hire recommended.
